min,max,mean,std,p5,p50,p95,file
-25.650606155395508,26.5776309967041,-0.08259474486112595,2.178032159805298,-3.433426856994629,-0.1270608901977539,3.447420597076416,outputs/delta_ratio_may_nov.tif
